item_name,info_json
Rujak Cingur,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young mango"", ""kedondong"", ""cucumber"", ""pineapple"", ""fried tofu"", "" tempeh"", ""cassava leaves"", ""long beans"", ""boiled egg"", ""cingur"", ""peanuts"", ""fried onions"", ""chili sauce""],""Preparation Time"": 30}"
Pecel Lele,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""catfish"", ""coriander"", ""galangal"", ""kaffir lime leaves"", ""lemongrass"", ""chilies"", ""garlic"", ""ginger"", ""salt"", ""black pepper""],""Preparation Time"": 30}"
Soto Lamongan,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""beef"", ""pork"", ""shrimp"", ""onions"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""turmeric"", ""coriander"", ""cumin"", ""chili peppers"", ""coconut milk"", ""soy sauce"", ""salt"", ""black pepper""],""Preparation Time"": 30}"
Ayam Goreng,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""coconut milk"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili peppers"", ""garlic"", ""ginger"", ""coriander"", ""cumin"", ""turmeric"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Nasi Kuning,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""turmeric"", ""pandan leaves"", ""chicken or beef broth"", ""salt"", "" pandan extract""],""Preparation Time"": 30}"
Nasi Liwet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken"", ""rice"", ""onion"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili"", ""salt"", ""pepper""],""Preparation Time"": 40}"
Gudeg,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young jackfruit"", ""coconut milk"", ""palm sugar"", ""galangal"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""garlic"", ""shallots""],""Preparation Time"": 30}"
Soto Madura,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""chicken"", ""shrimp"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""coconut milk"", ""tamarind"", ""palm sugar"", ""fish sauce"", ""soy sauce"", ""shallots"", ""garlic"", ""chilies""],""Preparation Time"": 40}"
Nasi Pecel,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long grain rice"", ""peanuts"", ""vegetables"", ""spices""],""Preparation Time"": 30}"
Ayam Penyet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""rice"", ""peanut sauce"", ""cucumber"", ""kangkung"", ""fried tofu"", ""tempeh""],""Preparation Time"": 30}"
Nasi Uduk,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken or beef"", ""galangal"", ""kaffir lime leaves"", ""lemongrass"", ""salmon"", ""pandan leaves""],""Preparation Time"": 30}"
Soto Betawi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""coconut milk"", ""galingale"", ""kaffir lime leaves"", ""lemongrass"", ""onions"", ""peanuts"", ""potatoes"", ""soy sauce""],""Preparation Time"": 40}"
Gado Gado,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long beans"", ""peanuts"", ""tofu"", ""tempeh"", ""cabbage"", ""carrots"", "" bean sprouts"", ""chili peppers"", ""kaffir lime leaves"", ""galangal"", ""tamarind"", ""palm sugar"", ""fried onions""],""Preparation Time"": 30}"
Nasi Padang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""coconut milk"", ""galangal"", ""kaffir lime leaves"", ""lemongrass"", ""rice"", ""shallots""],""Preparation Time"": 40}"
Mie Aceh,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""beef"", ""chicken"", ""shrimp"", ""vegetables"", ""spices"", ""coconut milk"", ""fried shallots""],""Preparation Time"": 30}"
Mie Kocok,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""beef broth"", ""beef"", ""soy sauce"", ""garlic"", ""ginger""],""Preparation Time"": 30}"
Soto Ayam,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""coconut milk"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili"", ""garlic"", ""shallots"", ""coriander"", ""cumin"", ""turmeric"", ""salt"", ""black pepper"", ""rice"", ""vegetable oil""],""Preparation Time"": 40}"
Bakso Malang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""chicken"", ""pork"", ""fish balls"", ""noodles"", ""soy sauce"", ""oyster sauce"", ""fried shallots"", ""scallions""],""Preparation Time"": 30}"
Rawon,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""shallots"", ""garlic"", ""ginger"", ""galangal"", ""kaffir lime leaves"", ""lemongrass"", ""chili peppers"", ""coconut milk"", ""kroepoek""],""Preparation Time"": 45}"
Rujak Cingur,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young mango"", ""jicama"", ""water apple"", ""kedondong"", ""cassava leaves"", ""fried tofu"", ""fried tempeh"", ""boiled peanut"", ""cassava crackers"", ""chili pepper"", ""palm sugar"", ""salt"", ""fried cow nose""],""Preparation Time"": 30}"
Pecel Lele,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""catfish"", ""coriander"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""garlic"", ""ginger"", ""tamarind"", ""palm sugar"", ""fish sauce"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Soto Lamongan,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""broth"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""coconut milk"", ""noodles""],""Preparation Time"": 30}"
Ayam Goreng,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""coconut milk"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""vegetable oil"", ""garlic"", ""shallots"", ""coriander"", ""cumin"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Nasi Kuning,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""turmeric"", ""pandan leaves"", ""chicken or beef broth"", ""salt"", ""lemongrass"", ""galangal"", ""kaffir lime leaves"", ""rice""],""Preparation Time"": 40}"
Nasi Liwet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken"", ""rice"", ""pandan leaves"", ""lemongrass"", ""galangal"", ""kaffir lime leaves"", ""salt""],""Preparation Time"": 30}"
Gudeg,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young jackfruit"", ""coconut milk"", ""palm sugar"", ""galangal"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""garlic"", ""shallots""],""Preparation Time"": 40}"
Soto Madura,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef or chicken"", ""beansprouts"", ""noodles"", ""fried shallots"", ""celery"", ""onions"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""turmeric"", ""salt"", ""black pepper"", ""coconut milk"", ""soy sauce"", ""kecap manis""],""Preparation Time"": 40}"
Nasi Pecel,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long grain rice"", ""peanuts"", ""vegetables"", ""spices""],""Preparation Time"": 25}"
Ayam Penyet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""rice"", ""peanuts"", ""chili"", ""garlic"", ""ginger"", ""coriander"", ""cumin""],""Preparation Time"": 30}"
Nasi Uduk,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken or beef"", ""lemongrass"", ""galangal"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""salt"", ""black pepper"", ""rice""],""Preparation Time"": 30}"
Soto Betawi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""cow's milk"", ""coconut milk"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""garlic"", ""shallots"", ""coriander"", ""cumin"", ""turmeric"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Gado Gado,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long beans"", ""peanuts"", ""cabbage"", ""carrots"", ""bean sprouts"", "" tofu"", ""tempeh"", ""fried onions"", ""peanut sauce""],""Preparation Time"": 20}"
Nasi Padang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef or chicken"", ""coconut milk"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""rice""],""Preparation Time"": 40}"
Mie Aceh,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""beef"", ""chicken"", ""shrimp"", ""onion"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili"", ""coconut milk"", ""soy sauce"", ""oyster sauce""],""Preparation Time"": 40}"
Mie Kocok,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""chicken"", ""beef"", ""pork"", ""vegetables"", ""soy sauce"", ""oyster sauce""],""Preparation Time"": 30}"
Soto Ayam,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""onions"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""garlic"", ""coriander"", ""cumin"", ""turmeric"", ""coconut milk"", ""rice noodles""],""Preparation Time"": 40}"
Bakso Malang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef meatballs"", ""noodles"", ""tofu"", ""vegetables"", ""soy sauce"", ""oyster sauce"", ""kecap manis"", ""fried shallots""],""Preparation Time"": 30}"
Rawon,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""keluak nut"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili peppers"", ""garlic"", ""shallots"", ""coconut milk""],""Preparation Time"": 40}"
Rujak Cingur,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young mango"", ""kedondong fruit"", ""jicama"", ""cucumber"", ""boiled cow nose"", ""peanuts"", ""chili"", ""fried tofu"", ""fried tempeh""],""Preparation Time"": 30}"
Pecel Lele,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""catfish"", ""coriander"", ""galangal"", ""kaffir lime leaves"", ""chilies"", ""garlic"", ""ginger"", ""lemongrass"", ""salt"", ""black pepper""],""Preparation Time"": 30}"
Soto Lamongan,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""beef"", ""lamb"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""coconut milk"", ""turmeric"", ""coriander"", ""cumin"", ""fennel"", ""cardamom"", ""cinnamon"", ""star anise"", ""cloves"", ""nutmeg"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Ayam Goreng,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""coconut milk"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili peppers"", ""garlic"", ""ginger"", ""coriander"", ""cumin"", ""turmeric"", ""salt"", ""black pepper"", ""vegetable oil""],""Preparation Time"": 40}"
Nasi Kuning,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""turmeric"", ""lemongrass"", ""galangal"", ""chicken or beef"", ""rice""],""Preparation Time"": 40}"
Nasi Liwet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""rice"", ""chicken"", ""coconut milk"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili"", ""garlic"", ""ginger""],""Preparation Time"": 40}"
Gudeg,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young jackfruit"", ""coconut milk"", ""palm sugar"", ""galangal"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""salt""],""Preparation Time"": 40}"
Soto Madura,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""onions"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""coconut milk"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Nasi Pecel,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long grain rice"", ""peanuts"", ""vegetables"", ""chili peppers"", ""garlic"", ""ginger"", ""coriander"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""coconut milk""],""Preparation Time"": 30}"
Ayam Penyet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""rice"", ""peanuts"", ""chili"", ""garlic"", ""ginger"", ""coriander"", ""cumin""],""Preparation Time"": 30}"
Nasi Uduk,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili peppers"", ""garlic"", ""ginger"", ""salt"", ""black pepper"", ""rice""],""Preparation Time"": 30}"
Soto Betawi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""cow milk"", ""ginger"", ""galangal"", ""kaffir lime leaves"", ""lemongrass"", ""chilies"", ""coriander"", ""cumin"", ""fennel"", ""star anise"", ""cinnamon"", ""cardamom"", ""coconut milk""],""Preparation Time"": 40}"
Gado Gado,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long beans"", ""peanuts"", ""fried tofu"", ""tempeh"", ""cucumber"", ""carrots"", ""bean sprouts"", ""kale"", ""peanut sauce""],""Preparation Time"": 20}"
Nasi Padang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""coconut milk"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""garlic"", ""ginger"", ""coriander"", ""cumin"", ""turmeric"", ""salt"", ""black pepper"", ""rice""],""Preparation Time"": 45}"
Mie Aceh,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""Rice noodles"", ""Beef or chicken"", ""Shrimp"", ""Vegetables"", ""Spices"", ""Coconut milk""],""Preparation Time"": 30}"
Mie Kocok,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""chicken"", ""soy sauce"", ""scallions"", ""garlic"", ""ginger""],""Preparation Time"": 30}"
Soto Ayam,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""onions"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""coconut milk"", ""turmeric"", ""coriander"", ""cumin"", ""salt"", ""black pepper"", ""rice""],""Preparation Time"": 40}"
Bakso Malang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""chicken"", ""fish balls"", ""noodles"", ""soy sauce"", ""oyster sauce"", ""garlic"", ""ginger"", ""scallions""],""Preparation Time"": 30}"
Rawon,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""kluwek"", ""galangal"", ""garlic"", ""ginger"", ""coriander"", ""cumin"", ""chili"", ""coconut milk""],""Preparation Time"": 40}"
Rujak Cingur,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""boiled cow nose"", ""fried tofu"", ""tempeh"", ""long beans"", ""cucumber"", ""krupuk"", ""peanuts"", ""chili sauce""],""Preparation Time"": 30}"
Pecel Lele,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""catfish"", ""coriander"", ""cumin"", ""galangal"", ""garlic"", ""ginger"", ""lemon grass"", ""lime juice"", ""peanuts"", ""shallots"", ""soy sauce"", ""tamarind paste"", ""vegetable oil""],""Preparation Time"": 30}"
Soto Lamongan,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""beef"", ""pork"", ""shrimp"", ""lemongrass"", ""galangal"", ""kaffir lime leaves"", ""chili"", ""garlic"", ""ginger"", ""coconut milk"", ""turmeric"", ""coriander"", ""cumin"", ""salt"", ""black pepper"", ""vegetable oil""],""Preparation Time"": 40}"
Ayam Goreng,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""coconut milk"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""garlic"", ""ginger"", ""coriander"", ""cumin"", ""tamarind"", ""palm sugar"", ""fish sauce"", ""vegetable oil""],""Preparation Time"": 40}"
Nasi Kuning,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""turmeric"", ""pandan leaves"", ""chicken or beef broth"", ""salt"", ""rice""],""Preparation Time"": 40}"
Nasi Liwet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken"", ""rice"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili"", ""garlic"", ""shallots"", ""pandan leaves""],""Preparation Time"": 40}"
Gudeg,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young jackfruit"", ""coconut milk"", ""palm sugar"", ""galangal"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""salt""],""Preparation Time"": 40}"
Soto Madura,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""chicken"", ""shrimp"", ""onions"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""coconut milk"", ""soy sauce"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Nasi Pecel,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long grain rice"", ""peanuts"", ""vegetables"", ""coconut milk"", ""spices""],""Preparation Time"": 30}"
Ayam Penyet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Southeast Asian"",""Ingredients"": [""chicken"", ""rice"", ""peanuts"", ""chilies"", ""garlic"", ""ginger"", ""coriander"", ""cumin"", ""turmeric"", ""coconut milk""],""Preparation Time"": 30}"
Nasi Uduk,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""lemongrass"", ""galangal"", ""kaffir lime leaves"", ""chicken or beef or seafood"", ""rice""],""Preparation Time"": 30}"
Soto Betawi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""coconut milk"", ""ginger"", ""galangal"", ""kaffir lime leaves"", ""lemongrass"", ""chilies"", ""garlic"", ""shallots"", ""coriander"", ""cumin"", ""salt"", ""black pepper"", ""rice"", ""fried shallots""],""Preparation Time"": 40}"
Gado Gado,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long beans"", ""peanuts"", ""cabbage"", ""carrots"", ""fried tofu"", ""tempeh"", ""bean sprouts"", ""chili peppers"", ""kaffir lime leaves"", ""coconut milk""],""Preparation Time"": 20}"
Nasi Padang,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""Beef or Chicken"", ""Coconut Milk"", ""Chili Peppers"", ""Ginger"", ""Galangal"", ""Lemongrass"", ""Kaffir Lime Leaves"", ""Rice""],""Preparation Time"": 40}"
Mie Aceh,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""Rice noodles"", ""Beef or chicken"", ""Shrimp"", ""Spices"", ""Coconut milk"", ""Vegetables""],""Preparation Time"": 30}"
Mie Kocok,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""chicken"", ""beansprouts"", ""scallions"", ""soy sauce"", ""oyster sauce""],""Preparation Time"": 20}"
Soto Ayam,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""onions"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""coconut milk"", ""turmeric"", ""coriander"", ""cumin"", ""fennel"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Bakso Malang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""chicken"", ""fish balls"", ""noodles"", ""soy sauce"", ""oyster sauce"", ""ginger"", ""garlic""],""Preparation Time"": 30}"
Rawon,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""kluwek"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""garlic"", ""shallots"", ""ginger"", ""coconut milk""],""Preparation Time"": 40}"
Rujak Cingur,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""fried tofu"", ""tempeh"", ""fried fish cake"", ""vegetables"", ""peanuts"", ""chili"", ""ginger"", ""galangal"", ""cattle nose and lips""],""Preparation Time"": 40}"
Pecel Lele,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""catfish"", ""coriander"", ""cumin"", ""galangal"", ""garlic"", ""ginger"", ""kaffir lime leaves"", ""lemongrass"", ""peanuts"", ""salt"", ""shallots"", ""tamarind""],""Preparation Time"": 30}"
Soto Lamongan,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""Chicken"", ""Beef"", ""Peanuts"", ""Onions"", ""Ginger"", ""Galangal"", ""Kaffir Lime Leaves"", ""Lemongrass"", ""Chilies"", ""Coconut Milk"", ""Turmeric"", ""Coriander"", ""Cumin"", ""Salt"", ""Black Pepper""],""Preparation Time"": 30}"
Ayam Goreng,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""garlic"", ""ginger"", ""soy sauce"", ""kecap manis"", ""vegetable oil""],""Preparation Time"": 30}"
Nasi Kuning,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""turmeric"", ""lemongrass"", ""galangal"", ""chicken or beef"", ""salt"", ""pepper""],""Preparation Time"": 40}"
Nasi Liwet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""rice"", ""chicken"", ""peanuts"", ""soy sauce"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""coconut milk"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Gudeg,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young jackfruit"", ""coconut milk"", ""palm sugar"", ""galangal"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""turmeric""],""Preparation Time"": 45}"
Soto Madura,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""chicken"", ""shrimp"", ""onions"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""coconut milk"", ""peanuts"", ""soy sauce"", ""fish sauce"", ""palm sugar"", ""tamarind"", ""coriander"", ""cumin"", ""turmeric""],""Preparation Time"": 40}"
Nasi Pecel,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long grain rice"", ""peanuts"", ""vegetables"", ""spices""],""Preparation Time"": 30}"
Ayam Penyet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""fried chicken"", ""sambal"", ""fried tofu"", ""tempeh"", ""kangkong"", ""rice""],""Preparation Time"": 30}"
Nasi Uduk,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""salmon fillet"", ""salt"", ""black pepper""],""Preparation Time"": 30}"
Soto Betawi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef or beef broth"", ""coconut milk"", ""galingale"", ""kaffir lime leaves"", ""lemongrass"", ""onions"", ""tofu"", ""fried shallots""],""Preparation Time"": 30}"
Gado Gado,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long beans"", ""peanuts"", ""cabbage"", ""carrots"", ""bean sprouts"", ""fried tofu"", ""tempeh"", ""soy sauce"", ""vinegar"", ""chili peppers"", ""garlic""],""Preparation Time"": 20}"
Nasi Padang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef or chicken"", ""coconut milk"", ""galangal"", ""kaffir lime leaves"", ""lemongrass"", ""rice"", ""shallots"", ""star anise""],""Preparation Time"": 40}"
Mie Aceh,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""beef"", ""chicken"", ""shrimp"", ""vegetables"", ""spices"", ""coconut milk""],""Preparation Time"": 30}"
Mie Kocok,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""chicken"", ""soy sauce"", ""scallions"", ""garlic"", ""ginger""],""Preparation Time"": 30}"
Soto Ayam,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""coconut milk"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""turmeric"", ""coriander"", ""cumin"", ""fennel"", ""star anise"", ""cinnamon"", ""cloves"", ""rice"", ""shallots"", ""garlic""],""Preparation Time"": 40}"
